text,class
"Super",positive
"Neyamae❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉❤❤❤❤",positive
"Master film eka  Denna",neutral
"Thanks yaluwa",positive
"❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",positive
"B2V❤❤❤",positive
"Love story ooni thawa",neutral
"👌👌👌👌",positive
"කොහමද බලන්නෙ 😢😢",neutral
"thank you❤❤",positive
"Eleven B2V Film Please",neutral
"හැමදාම දාන ෆිල්ම් ආපු ගමන්ම බලනව.ඒත් සමහර ෆිල්ම් වල original හඩින්ම දාන්නකෝ.",neutral
"👌",positive
"Ane salar chapter 2 dennakoo..... Aka naththam yashodha kiyana film aka denako",neutral
"anee marjaavaan hindi movie ek dennko plz",neutral
"Eleven tamil movie ek dennko plz❤❤❤",neutral
"Eleven film ek dennkooo akke ❤",neutral
"salaar 1 dennako",neutral
"Ok",neutral
"කොරියන් කතා ටිකක් දෙන්නකෝ❤️❤️❤️",neutral
"Tamil film one❤",neutral
"❤❤❤❤❤❤❤❤❤❤",positive
"🎉❤🎉❤🎉❤",positive
"❤❤❤❤❤❤😂",positive
"Eleven movie eoa dennako 🥺✨",neutral
"💐💐💐💐💐💐🎉🎉🎉🎉🎉🎉🎉",positive
"අනේ සදු අක්කී english movies දෙන්නකෝ❤❤❤❤❤",neutral
"අනෙ මලයාලම් මූවි එකක් දෙන්නකො",neutral
"Ane seven (2019) tamil movie eka dennako😢 kohewath nh hoyagnna",neutral
"ග්‍රීක් දෙවිවරු ඉන්න movies දෙන්නකෝ",neutral
"🌟ip man 1 🌟ip man 2 🌟ip man 3 🌟ip man 4",neutral
"🎉🎉🎉🎉🎉🎉",positive
"😊😊😊😊😊😊😊😊🎉🎉🎉🎉🎉🎉🎉",positive
"English movies https://youtube.com/playlist?list=PLmxwVGMNBCTB_XWPlLq3mZrM2sNJ0spIY&si=Zv3rnt7Le5qJKFu4",neutral
"Hi nanna dennako",neutral
"Holman film dennako b2v❤",neutral
"ABCD 02 ONE SADU AKKI",neutral
"aluth tamil hari hindi hari sombi film nattam action walata eha gya supiri hakiyawak ismathu wena film exsample krish wage wenas widiye..sombi film ehmath hodaii..mka mage adahasa",neutral
"2025 new film tika dennko 😢",neutral
"Plz B2V Dear comrade film eka dennako eka balanna bane",neutral
"🎉🎉🎉🎉😢❤❤❤",positive
"බජ්රාඕ මස්තානි දෙන්නකෝ",neutral
"Anniyan move eka danawada",neutral
"Holman film dannako😢",neutral
"ඩූම් 1,2  ෆිල්ම් එක දාන්නකෝ 😩",neutral
"Varisu ෆිල්ම් එක දෙන්නකො",neutral
"Mr house keeping movie එක දෙන්නකො",neutral
"තේරී ෆිල්ම් එක දෙන්නකො",neutral
"Vijeige theri film ek dendko",neutral
"කෝ ෆිල්ම් බලන්න ලින්ක්ස් නෑනෙ",negative
"Thank you ❤️❤️❤️",positive
"Horror movies https://youtube.com/playlist?list=PLmxwVGMNBCTB_XWPlLq3mZrM2sNJ0spIY&si=Zv3rnt7Le5qJKFu4",neutral
"https://youtu.be/TgTz_3rduwk?si=yJCAwrGljfLExGOo,0",neutral
"Dr Youtube released movies vitharak nam kranna. Youtube eke nathi movies genna apahasui",negative
"https://youtu.be/vSpksDcFkis?si=d0zHfzE3T32Q0Esy,0",neutral
"❤🎉❤🎉❤🎉",positive
"❤❤❤❤❤❤❤❤❤❤❤❤❤❤",positive
"2025 Anyone 🤣",neutral
"අද වස්ති ඉන්න තැන දැක්කාම හිතට මාර සතුටක් එන්නේ.අනුෂ්ක දැන් celebrety කෙනෙක් ❤️ආදරෙයි",positive
"වස්තිලා අද ඉන්න තැන දැක්කම ඇත්තටම හිතට මාරම සතුටක් එන්නෙ❤️❤️",positive
"මේ ඕනම ලෙවල් එකක සෙට් වෙලා බොන්න පුළුවන් එකෙක් තමයි උදානයා කියන්නේ.... Cheers !!",positive
"This never gets old 😂",positive
"2024  old is gold ❤",positive
"විජ්ජගෙ කසිප්පු ඇක්ටින් නම් සුපිරි 😁😁",positive
"වස්තිල මේ වගේ ලග ලග Videos දානවට කැමති එවුන් මේ පැත්තට වෙමු බලන්න..👌👌",positive
"ඒක නම් සුපිරි. හිනා වෙලා ඉල ඇටත් ඇදිල ගියා! 😂😂😂😂😂",positive
"දේශපාලන ප්‍රහසනය ලාවට දුන්න හැටි මරු! ජය, වස්ති!👍",positive
"#ComedS කියවන්න අපු අය කෝ...😋😋😋😋👍 i❤ WASTHI",positive
"මේ වන විට ට්‍රෙන්ඩින් ලිස්ට් එකේ නො 1 තියෙන විඩියෝව හට වීනාඩියක නිශ්ශබ්ද තාවය. 😂😂😂😂",positive
"බයිට් එකට ජීවන සුවඳ 😂😂😂",positive
"2024❤ Never gets old",positive
"2021 බලන සෙට් එක කො...😍😍😍",neutral
"2020 දෙසැම්බර් වලින් පස්සේ බලන අය කෝ..",neutral
"ඒ සුවඳ ""කසිප්පු "" අඩෝ එකනම් සුප්පා .",positive
"2025 බලන්නේ කව්ද",neutral
"මුලින්ම බැලුවෙ මන් 1 මන් 1st කමෙන්ට් ගගා කොමෙන්ට් දාන උන් වෙනුවෙන් විනාඩියක නිස්සබ්දතාවයක් !!!",neutral
"උබලගේ beats තමයි මරු 👊🔥",positive
"me",neutral
"මමම❤❤",positive
"Mama",neutral
"Kkj",neutral
"Aniwaa bn",positive
"Yes 😂",positive
"Oooo yes bro",positive
"Aniwa",positive
"Ammo like goda",positive
"NiRMaL I xxx",neutral
"අපිත් කැමතී👍👍👍👍👍",positive
"dn video eththema naa 😂",negative
"api",neutral
"❤❤❤❤😋",positive
"Comeds nemei ponnayo comments 😂😂",negative
"Desawana Music  😂😂😂😂",neutral
"Anew",neutral
"Pau eka thaama trending 1",neutral
"ස්තුති #1",positive
"😭😭😭😭😭",negative
"ඊයා අර සමිතද මොකාද එකා youtube එකෙන් ෆෝම් වෙනව.",negative
"අනේ යකෝ වස්තිලා කලින් වීඩියෝ බලපල්ලා කෝමද ආතල් එක මාර රසයක් තිබ්බා දැන් ඒවා මෙලෝ රහක්.නෑ කසිප්පූ කතා කුනු හර්ප අපි කැමති මුලින් ආපු වස්තිලාටා ඒ විඩියෝස් මාරම ක්‍රියේටිව්",negative
"මමත් ඕම හිතුව... ඒත් මේක තාම 02 බං...",neutral
" @KasunSuranjaya  1  උනා බ්‍රෝ. දැන් ආයෙබැහැලා  අර මල් සින්දුව අහන මල් මල් ජංගි කෑලි ගොඩක් ඉන්නව",negative
"😂🙋",positive
" @lahirudilshan9713  ❤️",positive
"2021 😂",neutral
"2021/5/28 😂",neutral
"How ironic :D",neutral
"🤣🔫",positive
"දෙපාරක් බැලුව වුන් Like කරපල්ලා .. කෝමද කිංඩි ටික",positive
"බුදු අම්බෝ යකෝ. පිං කෙත හෙල රන් දෙරනේ අලි උපදින්නට හේතු වාසනා වේවාලු. මොකටද යකෝ අලි .. 😂😂",positive
"වස්ති 🙏🙏🙏😍",positive
"2025 anyone 😂❤",neutral
"ඒ මටත් ටිකක් දෙනවකෝ ඒකෙන්😂😂😂🍸🍸",positive
"එක පාරකට වඩා බලපු උන් මේ පැත්තට 👈👈👈",positive
"අනුශ්ක නම් සුපිරි අනේ ❤️🖤",positive
"එක පාරට වැඩිය බලපු සෙට් එක like 1k දාගෙන යමු.",positive
"අම්බො කාලෙකින් ෆට්ටම එකක්❤️",positive
"කණ්ණාඩියා තමා සුපිරිම 😎😂",positive
"ඉක්මනින් pidurangala    එකකුත්  ආවානම් මරු ඈ..",neutral
"ඕනම ලෙවල් එකකට දැන් සෙට් වෙලා තියෙන්නෙ අන්තිම විකල්පෙ තමා 😂😂",positive
"පට්ට සාන්තයෝ😂🤙 පට්ට😂😂😂😂😂😂ඊලග එක එනකම් නොයිවසිල්ලෙන් බලා සිටිමි😌🙏🏻",positive
"2023 ආයෙම බලනවා යකෝ හෙනම ආතල් පිස්සු ඕයි 😂❤",positive
"Wasthilage සේරම video balapu aya like ekak dagenama yaman.👍",positive
"2023 බලන අය කෝ 🤧",neutral
"එක පට්ට ඈ ❤️👌",positive
"Old is gold 🥺💗",positive
"එල වස්තී ලග ලග දාපන් බන්",neutral
"Any one in 2025 ❤😂😂",neutral
"මගේ channel එකත් සබ්cribe  කරන්න. පොඩි help එකක් දෙන්න",neutral
"Fatta",positive
"8",neutral
"Nuwan Tharaka DiMUTH",neutral
"Nuwan Tharakanatska",
"Dimuthu Tharinda c Nataka",neutral
"Nataka",neutral
"හිතේ ඉරිසියාව කුහකකම නැති යාලුවෝ අපිව subscribe කරන්න",neutral
"කෝ කසියා සේට් ඒක මේ පැත්තට ගොඩ වෙන්න බලමු 😆",neutral
"*අරූ කසිප්පු ගහන ගමන් සන්ලයිට් කැටේක නේද සුවද අහන්නෙ*😂🔨",positive
"ප්‍රසිඩන්ට්ට විල්පත්තුව වගේ ලොකු ලොකු අයිටම් ෆෝකස් වෙන්නේනෑ මෙ වගේ නොන්සන් කජු තමා... පට්ට හින්ට් එක...",positive
"Lit love it 💯",positive
"Aluth ekak enakan hitapu aya like ekkak damu...gammata...❤️",positive
"පට්ට මචෝ ජය වේවා❤️❤️",positive
"අම්මෝ විනාකිරි පුසුඹ කොහොමෙයි අන්තිමට....??😂🔫මෙච්චර ඉක්මනට උඹලාගේ අනිත් වීඩියෝ එක එයි කියලා හිතුවේ නෑ වස්තුලා...එල එල සුපිරි...😂😂👍👍👋👋",positive
"never gets old 😹❤️❤️",positive
"පහර yako videos eka බලන්නත් කලින් කොම් දැම්මෙ",positive
"ඒක පට්ට්",positive
"මීගමු කලපුවෙන් බෝට්ටුවේ නගින්නේ නැතුව පිදුරුතලාගලින් බෝට්ටුවේ නගින්නද යකෝ කියන්නේ???😂😂😂😂😂😂 ලොකු ආතල් එකක් නෑ...ඒ උනාට පට්ට..love u වස්ති...😍",positive
"Old is gold bro",positive
"අන්තිම කෑල්ලට  බඩවැලුත් මොනාද උනා කියහන්කෝ😂😂",positive
"අනුවා මෙහෙම Bite කන කවුරු හරි ඉන්නවද.... අම්මෝ.... දුලා bite එක ගහුවා ඉස්මොල්ලට ම යන්න සිරා පීල් bro සුපිරි",positive
"හම්මෝ ella ella වස්ති වස්තු වේ good luck ආ ha matah  ....like... එකක දාගෙනම යන්න හොඩේ",positive
"අන්තිම තත්පර ටික නන්.. වස්ති අයියෙ.. 😫😨😲😲😲ඒත් good luck හොදේ... තව එකක් ඉක්මනට ඕනා...",positive
"2020 balana un",neutral
"2025ත් බලනවා🥺❤පුදුම ලස්සනයි❤",positive
"2023 වෙලත් බලන්න හිතුන ගමන් ඔක්කොම  episode  ටික ආයි මුල ඉදම් බලනවා .. 🥺 කොච්චර බැලුවත් එපා වෙලා නැ අදටත් ආසම teledrama එකක්.. 🥺❤️🌻",positive
"🇰🇷✨️K drama නම් පිස්සුවක් 😍 අවුරුදු ගානකට කලින් ගියත් තමාත් ආසාවෙන් බලන්න හිතෙනවා🤤 2023 🙈බලන කට්ටිය කෝ🙊✌️🤗✨️🇰🇷💓",positive
"කොරියානු කතා හරිම ලස්සනයි .සින්හල ඩබින් කරලා එනකොට නියමයි.මෙ සිරසෙ සින්හල ඩබින් සුපිරි.",positive
"2025  බලන අය කෝ  මටනම්  මේ කතාව  කොච්චර බැලුවත් එපා වෙන්නැ   . මෙක මාරම ලස්සන කතාවක් අනේ  ❤❤❤",positive
"ඒ song එක ඇහුව්වාම හිතට මාරම අමුත්තක්‌ දැනෙනවා 🥺❤ 2023 😍❤Fv",positive
"මේ කතාව කොච්චර බැලුවත් ඒපා වෙන්නෑ.හරිම ලස්සනයි.😍😘😙😗😚😄😁💋💞💖❤💜👍",positive
"අනේ මේ කතාව කොච්චර ලස්සනයි ද 2021 මුල ඉදන් බලන අය කෝ",positive
"කොච්චර බැලුවත් එපා වෙන්නෙ නැහැ .. ❤️❤️❤️❤️❤️❤️❤️",positive
"ඉන්දියන් ඉවරයක් නැති කතා දාන වෙලේ, මේ වගේ කොරියන් ලස්සන drama දාන්න බැරිද.. කොරියන් කතා මාරම ලස්සනයි...❤ අනිවාර්යෙන් කොරියන් කතා මාලාවක් ඕනේ අපිට මේ වගේ... අපි බලන් ඉන්නවා.. 🤩",negative
"අවුරුදු හතකුත් උනාද 😲😲😲 එදා වගේ ම අදටත් ආසාවෙන් බලන කතාවක් 😍😘",positive
"අද බලන අය කෝ 😊",neutral
"මම බලපු ලස්සනම කොරියන් ඩ්‍රාමා එක.....කොච්චර බැලුවත් එපා වෙන්නෙ නෑ❤️❤️❤️❤️",positive
"ගොඩක් ලස්සන ආසා වෙන් බලපු කතාවක් ආයෙමත් යනවා නම් අනේ ශෝයී කොච්චර බැලුවත් එපා වෙන්නෙ නැති කතාවක්  😍👌♥️😘",positive
"2024 බලන කස්ටිය මේ පැත්තට ........... 10 වාතාවටත් බලමු මුල ඉදන් කොච්චර බැලුවත් එපා වෙන්නෙ නෑ ...... ආසම",positive
"2025 ජනවාරි 19 වෙනිදට පස්සෙ මේ කමෙන්ට් එක දකින අය ලයික් එකක් දාගෙන යන්න්🥺🥺🥺",neutral
"2024ත් බලනවා🥺❤️පුදුම ලස්සනයි❤️ කොච්චර බැලුවත් එපාවීමක් වෙන්නෙ නැහැ.ඒතරම්ම ලස්සනයි❤️",positive
"2021 බලන අය කෝ.    කෝඅනෙ",neutral
"2024 ත් ආය බලන අය කෝ ❤❤❤❤ මාරම ලස්සන සුන්දර මරු k Drama  එකක් මමනම් මාරම ආසයි",positive
"ඔන්න ආයෙමත් 2025 වර්ශයේ ජනවාරි 01 වෙනිද බලන්න පටන් ගත්තා 😁",positive
"මගෙ එකා මාත් 2025 balanne",positive
"Math❤",positive
"Atta",neutral
"Mn",neutral
"මාත්🎉😢❤",positive
"Man😂",positive
"Math ❤",positive
"Me too",neutral
"Me toooo❤",positive
"Me to❤️",positive
"Mmth❤",positive
"He😊",positive
"මාත් ❤️",positive
"Sirwt❤",positive
"මාත් 💗",positive
"Math😁",positive
"Me too❤❤❤❤",positive
"අනී මමත්😍😍",positive
"2025",neutral
"Math ❤😊",positive
"2025 🎉",positive
"Ado 2025th balanaway mn deweni para me balanne me awrudde",positive
"2025❤",positive
"මාත් 3 පාරටත් ❤❤❤❤",positive
"මාත්🥹",positive
"Mth",neutral
"Aththemai❤️🥺",positive
"2025february❤❤",positive
"Me tooooo",positive
"මාත්❤🔥🙈",positive
"Me too ❤❤",positive
"Episode kiykd okkoma ......ලස්සනයි da me kthawa",neutral
"Mth🤒🥺❤️",positive
"Mat",neutral
"Inno ❤",positive
"Math😂❤❤",positive
"Aka aththa❤❤❤",positive
"sera",neutral
"Math 😩",positive
"Math do",positive
"මාත් බලනෝ 2025 💯😊❤",positive
"Math 😊",positive
"math",neutral
"😢😢😢old miss",negative
"Mara ලස්සනයි ❤❤❤❤❤❤",positive
"Man 😢😢😢😢😢😢❤😊",negative
"Math 🙃",neutral
"Kiweni parad mnda math balanawa😅❤",positive
"මමත් 2024/ත් බලලා 2025ත් බලනවා ❤😊😊❤❤❤",positive
"Math ❤️❤️",positive
"Me too ❤🫶😻✨",positive
"Maath ❤🎉",positive
"mmath bm me 10 veni prt vge",positive
"Math ❤❤",positive
"💛",positive
"ඕ❤",positive
"Mathhhh🥹😘♥️",positive
"Math blnwa..me keeweni paarada kiyalawath mathaka ne",positive
"Ado mamth 2025 balanne",positive
"Mm ❤",neutral
"Mamath ❤❤❤❤",positive
"මත් පොලිස් ජිවිතාරක්ශක නිලදාරියෙක්..මේ වෙනකොට ජිවිත 20ක් විතර බේරගෙන් තියේනවා..❤",positive
"ගිලෙද්දි  අම්මාව මතක්වුන එකයි, කරපු කියපුවා මතක් වෙන සීන් එකයි මරු හදවතටම දැනුණා ඒක ❤️🙏",positive
"විනී නියමයි අදමයි දැන ගත්තෙ කොමෙන්ට් එක දෙපාරක් ටච් කරාම ලයික් වැටෙන බව .❤",positive
"ඒකත් පට්ට....මොනා හරි වෙද්දි ආදරෙ කරන මිනිස්සු මතක් වෙන එක වගේම .... අවසානෙදි මොනා උනත් සතුටින් ට්‍රිප් එක enjoy  කරන එක පට්ට.... එ වගේම දීපු ආදර්ශෙත්...මරු",positive
"මුලින් හිතුවෙ වෙනද වගේම ආතල් කියල...ඒත් අන්තිමට සිරා සිද්දිය්ක් එක්ක් මිනිස්සුන්ට ජීවිතේට සුපිරි ආදර්ශයක් එක්කම දීල තියනව විනී ❤💯",positive
"ආදර්ශමත් කතාවක් දුන්න එකට Respect Vini ❤️‍🩹🎉🔥👌",positive
"මමනම් කැමතිම කුනුහරප කෑලි නැති එකට, Family එකත් එක්ක උනත් බැලුවැහැකි. Love you vini group. 😊",positive
"AIA පොසොන් පෝයදා මිනිස්සු වෙනුවෙන් ගොඩක් දෙවල් කලා.ඔයාලා දාලා තිබුණු කොච්චියේ තමයි අපිත් ගියේ .ඔයාලට ගොඩක් පිං",positive
"සුඛාන්තයක් දුකාන්තයක් නොකරගන්නා හැටි කියල දුන්න විනීලටත් පින්! ❤🙏",positive
"මමත් ජිවිත අරක්ශකයෙක් අපි ඉන්නවා ඔයලාව අරක්ශා කරන්න අපි ඔයලා වෙනුවෙන් අනුරාධපුර අවිත් ඉන්නෙ සමහර අය අපි කියන දෙ අහන්නෙ නැ එත් අපි ඉන්නවා හැමොම පරිස්සමෙන් ❤",positive
"පට්ටම කතාව ඈ❤",positive
"මේක ආදර්ශයක් හොද.AIA එකටත් ස්තූතියි .පින් සිද්ද වේවා .ඇත්තනේ අනුරාධපුර පොළොන්නරු අයට පීනන්න පුලුවන් උනාට අපිට බෑනේ.ඒ නිසා ඕවා ගැන අවධානය යොමු කරන්න ඕන.",positive
"විනී fanslaගේ අහිංසක ආදරණීය ඉල්ලිමක් අපෙ විනීලාට❤😊 අනේ දිගටම විඩියෝස් ගෙන්නකො...",neutral
"බලපල්ලා මහ රෑ 12ට දැම්මත් අපේ කොල්ලන්ට වීව්ස් එනවා , හෙට මේ වෙනකොට 1M ❤",positive
"ගිලෙද්දී මතක් වුන දේවල් ඇත්තටම ගිලිලා ජීවිතය නැති වෙච්ච අයටත් අන්තිම තප්පර කිහිපයේ ඒ විදිහටම මතක් වෙන්න ඇති.  Vini + AIA Respect ❤❤",positive
"මාත් 2015 . 6  වෙනි මාසේ දවසක අනුරාධපුර ගිහිල්ලා එද්දි වැවක නාද්දි ඔය සිද්දිය ඔහොම්ම උනා...❤ සුපිරියක් විනී production ....",positive
"පෝයට කලින් දවසෙ දැන්මනම් තවත් වටිනව ❤",positive
"ජරවක් ප්‍රොමෝට් කරනවා වගේද මේවා❤❤❤❤❤ හදවතටම වදින්න යහපත් දෙයක් සමාජයට දුන්නා❤❤❤❤😍",positive
"සම කල නොහැකි ආදේශක නොමැති ❤ Vini ❤",positive
"ලස්සනයි ඒක...හරප්පා සිනමා.....",positive
"මරණාසන්න මොහොතක ඒ සියල්ලම කළ පිං කුසල් විදියට මතකෙට ඒවා 🙏🫡❤ එච්චරයි මගෙ ප්‍රාර්ථනාව",positive
"නියමයි..❤ ජයවේවා 🙏🫡",positive
"කෙනෙක්ගෙ ජීවිතයක් බේරගන්නවා කියන්නෙ,❤❤❤❤❤❤",positive
"❤️💐🙏",positive
"Respect ....❤❤",positive
"💐💐",positive
"❤❤🎉",positive
"😊❤",positive
"❤️❤️❤️🙏🙏🙏",positive
"Respect sr❤❤",positive
"Respect api ekka duty krna mahathyek ❤",positive
"Respect bro ❤",positive
"Kohomada bro",neutral
"mu lifeguard kenek nemei AIA life insurance ekek",negative
"පින්...❤❤😊",positive
"Adreyi... 💖🥳❤‍🔥",positive
"👌❤️👌❤️👌❤️👌❤️👌❤️👌❤️",positive
"ස්තුති ❤",positive
"❤️❤️",positive
"❤❤❤❤👍🙏🏆☸",positive
"🫡",positive
"🫡💪🙏🙏",positive
"නිදුක් නීරෝගී සම්පත්ති ලැබේ වා...🙏",positive
"බුදු සරනයි",positive
"ඔබතුමා කරන කියන හැමදෙයක්ම සාර්ථක වෙන්න ඕන ❤🙏",positive
"Budusaranai ❤",positive
"Budu saranai",positive
"Samavenna mahaththayo police mage aiyath ae unata police tharam jarava kana pakayala ne kohevath",negative
"Ubata mukuth kuyanna be mahatthaya ube pake police kamath thiyagena hitapan",negative
"Police minissu ne satthu vitharai inne",negative
"❤❤maru❤️❤️❤️:-D",positive
"ithim😂 🎉",positive
"Respect sir.❤️🙏",positive
"දළදා සමිදුන් පිහිටයි ❤️🥰",positive
"බුදු සරණයී ❤️",positive
"Super❤",positive
"👍🇱🇰❤️",positive
"Super hero",positive
"හා එල",neutral
"❤❤❤❤❤❤❤❤❤❤ 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏💪💪💪💪💪💪💪💪💪💪",positive
"Respect ❤",positive
"🥰🥰🥰🥰🥰🥰",positive
"😢❤❤",positive
"♥️🙏",positive
"❤❤❤❤🙏🙏🙏🙏",positive
"ඉතිං ජොබ් එකනේ ... 😂😂😂😂",negative
"ඉතිං අපිටපාන්ද",negative
"Hina wela pana yanawa anee! Wasthi thama lankawe no 1. 😂❤️",positive
"Aiyoo salli iwara una gaman new video ekak danawa balala hitha hadaganna. Supiri chama malli!",positive
"This is pure gold. University eke lecturer-la wath me wage amathaka nowenna kiyala denne na. Thank you so much!",positive
"Please upload 'Kantara' with Sinhala subs. 🙏",neutral
"She deserves better. Stay strong akki! You are an inspiration.",positive
"Shooting karapu place eka maru. Koheda me? Patta view eka.",positive
"Meke price eka kiyada? Location eka koheda danne na neda?",neutral
"Can you do a video on microservices architecture in detail? That would be really helpful.",neutral
"Thank you so much for uploading this! Godak kal idan hoyapu film ekak. ❤️",positive
"2025 balana api. Ko anith set eka? 🙌",neutral
"My channel ekath subscribe karala help ekak denna yaluwane.",neutral
"Aiye oya use karana editing software eka mokakda? Lassanata edit karala thiyenawa.",neutral
"Anna ekane. Katha karala wedak na, me content thama watinne. Keep it up!",positive
"Adarei wasthi... hamadama sathutin inna... budusaranai...!!!",positive
"Sir, next video eken cryptocurrency gana katha karamu. Godak watinawa.",neutral
"Me wage dewal সমাজේට deana ekata godak pin. Anith ewun wage gon athal nemei.",positive
"Maru ah... Kota aiyage unseen talent eka. 😂",positive
"Ado eka nam maru. Set wena dawasaka apith me wage trip ekak yamu.",positive
"හම්මෝ ඒක.. කවදද ඊලග video එක දාන්නෙ? බලන් ඉන්නෙ.",neutral
"Superb explanation. Cleared all my doubts. You are a lifesaver for exams!",positive
"Packaging eka supiri, eth kottuwa chater. Salli aparade. 😠",negative
"Audio quality madi. Subtitles sync na. Balanna ba meka.",negative
"Too fast for beginners. Concepts tikak explain karanna thawa time gaththa nam hodai.",negative
"P ethically kalin wage creative na dan. Same old jokes. Boru acting.",negative
"Salli thiyena nisa thamai okkoma. Fame eka oluwata gihin.",negative
"Clickbait title. Video eke kisima deyak na kiyala thiyena. Disappointed.",negative
"Comment eka kiyawanna apu set eka like ekak daagena yamu. 😂",neutral
"Respect Vini! AIA eken karanne loku deyak. Minissu denuwath kirima thama watinne.",positive
"කාලා කාලා මහත් වෙලා. exercise කරන්නකො චමා ටිකක්. 😁",neutral
"ලස්සනයි කතාව. ඒත් ඉන්දියන් කතා වගේ ඇදගෙන යන්න එපා.",negative
"අනේ මේ වගේ තවත් film දෙන්නකෝ B2V. ඔයාල තමයි හොඳම.",positive
"Is this recent? Meka aluth video ekakda?",neutral
"Ela bro, keep going. Don't listen to negative comments.",positive
"අර කෙල්ල පව් අනේ. මූ නම් සතෙක්.",negative
"Congratulations for 1M subs! Well deserved. ❤️🎉",positive
"කාලකණ්නි දේශපාලුවො මේවා දකින්නෙ නෑ. උන්ට ඕන උන්ගෙ බඩ පුරවගන්න විතරයි.",negative
"Me manussaya nam deiyek. Minissunta me tharam adaren katha karana başka kenek na.",positive
"Trending #1 for a reason! Patta content eka.",positive
"මේකේ full episode එක බලන්න link එකක් දාන්නකෝ.",neutral
"Video eka hodai, eth background music eka wadi hinda kiyana de ahenne na.",negative
"Aduma gaane thumbnail eka wath hoda ekak danna epai. Meka mokakda?",negative
"Melo rahak na. Kalin video wala thibba fun dan na. Anith ewun wage salli passe yanawa dan.",negative
"Copy karala content hadanna epa ban. Oyalage style ekata karanna.",negative
"Me wage gon athal dan minissu balanne na. Society ekata deyak denna balanna.",negative
"Network marketing neda me? Amathaka karala wath yanna epa.",negative
"සල්ලි වලට ඕනම දෙයක් කරන කාලකන්නි.",negative
"Comment section eke inne toàn modayo. Un kiyana dewal ganan ganna epa.",negative
"Oya kiyana widiyata invest karala api hamarayi. Meka boruwak.",negative
"කසිප්පු, කුණුහරුප නැතුව video එකක් කරන්න බැරිද?",negative
"Your explanation is wrong. Please check your facts before making a video.",negative
"ane manda, meyalage parana video wala thibba quality eka dan adui wage.",negative
"Superb content! Keep up the great work. We are always with you. ❤️",positive
"2025 July wala meka balana kawda inne? Hit ekak daan yanna.",neutral
"Meka download karaganna puluwan direct link ekak dennako please.",neutral
"කතාවේ सारාಂשය mokakda? Balanna kalin poddak denaganna puluwanda?",neutral
"Video eka maru, eth sound quality nam echchara madi. Poddak balanna.",negative
"Ammata siri, me wage dewaluth lankawe wenawada? Patta informative.",positive
"Chama aiyage diet plan eka follow karala mage badath adu una. 😂",positive
"Me film eka hoyala denna puluwanda? 'Soorarai Pottru' Sinhala sub ekka.",neutral
"Acting nam lassanai. Anushkata thawa godak dura yanna puluwan.",positive
"Meyala dan salli walata witharai content hadanne. Passion eka iwarai.",negative
"Sir, oya explain karana widiha niyamai. Kantharathma theerenawa. Jayawewa!",positive
"Ade B2V, 'Pushpa 2' eka apu gaman dennako..",neutral
"Me wage music thama apita one. Melody eka maru.",positive
"Comment kiyawana gaman video eka balana mama. 😅",neutral
"Hoda wadak. Eth lankawe minissunta meka thereida kiyana eka thama prashne.",neutral
"Script eka liyapu ekata respect. Patta dialogues tika.",positive
"Channel eka subscribe kara. Oyalata support eka denawa hamadama.",positive
"Oya kiyana dewal walin kisima science base ekak na. Boru kiyanna epa.",negative
"Hi, first comment! 😊",neutral
"Pissu katha nemei, meka thamai aththa thathwe. Thank you for showing this.",positive
"Me location eka koheda? Yanaganna asai.",neutral
"Wasthi ge parana set eka ko? Dan inna un chater.",negative
"Gossip lankawe wage ne me comment section eka. 😂",neutral
"Mata witharada meka ahenne na wage penune? Volume eka max dala thiyenne.",negative
"Podiyata hari समाजයට deyak karanna oya darana uthsahayata sthuthi.",positive
"Mama hithuwe meka comedy ekak kiyala, eth anthimata aduna.",positive
"Link eka wada na. Adfly dala spam karanawa. Report karanna one me channel eka.",negative
"Me drama eke nama mokakda? Sirasa TV eke giyapu ekakda?",neutral
"Oyalage videos balala stress adu wenawa. Thanks kollo.",positive
"Ado eka sira. Me wage hinda thama ubalata adare.",positive
"Thumbnail eka balala rawatenna epa yaluwane. Athule wena ekak thiyenne.",negative
"Aiye, oya use karana camera eka mona brand ekakda?",neutral
"Api comment danne oyala ewa kiyawanawa kiyala danna nisa. So please reply.",neutral
"Me film eka hall eke baluwa. Supiri. Thanks upload kalata.",positive
"Politics gena katha nokara content ekak danna bari weida?",neutral
"Meka balala hina wenne nathuwa inna puluwan ekek na.",positive
"Unsubscribe karanawa. Dan quality aduma level ekata bahala.",negative
"Me thaththa nam deiyek. Daruwonta me tharam salakana minissu adui.",positive
"Next collab eka kawath ekkada?",neutral
"Muge acting dekkama acting epa wenawa.",negative
"Malli, oyage katha karana style eka godak lassanai. Hitha nawathinne na.",positive
"Full of ads. Video eka balanawata wada ad baluwa.",negative
"Me recipe eka try kara. Patta rasai. Thank you akki.",positive
"Salli illan kanne nathuwa content hadapalla.",negative
"Lankawe minissu kiyanne kuhaka jathiyak. Ekai rata diunu wenne naththe.",negative
"Supiri wedak. Oyalata theruwan saranai!",positive
