text,label
අන්න බලන්නකො party_popper,2
me wage dewal সমজේට deana ekata godak pin anith ewun wage gon athal nemei,2
උගෙ වාහනේනම් තිබ්බ,1
බලපල්ලා මහ රෑ ට දැම්මත් අපේ කොල්ලන්ට වීව්ස් එනවා හෙට මේ වෙනකොට m red_heart,2
i know most of these hm i should ask for a raise grinning_face_with_sweat grinning_face_with_sweat,2
kohomada sambanda wenne,1
මාර creative එ්ක නම් face_with_open_mouth red_heart,2
you dont know whats happening behind closed doors,1
sir mn colombo bit eke first year eka yanne mn දැනට work krn gaman stady krnne sir intern position eka ganna සාමාන්යයෙන් project kiyak wage self krl thiyenna ඕනෙදmn dannata java programming learn krn gaman thiyenne,1
aniwaren red_heart red_heart smiling_face_with_smiling_eyes,2
pattama,2
thanks,2
හරි නැනේ ඔයා චැනල් එක සබ්ස්ක්රයිබ් කරල නෑනේ kissing_face කරමුකෝ,1
ඇත්තටම ආදරේ කරන්න කෙනෙක්ව ව්ශ්වාස කරන්න බය හිතෙනවා මේවා දකිනකොට face_with_headbandage face_with_headbandage,0
ow smiling_face_with_smiling_eyes,2
awesome stuff you nailed the system design basics in just minutesi havent seen a video like this anywhere on the internet,2
mmmmm,1
ඉතුරු කොටස් ත් හෙටම ඔනේ කියන අය කෝ බලන්න red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,1
please like so i could complete the course faster day day,1
dan balanna apu aya me kanata smiling_face_with_smiling_eyes red_heart,2
නියමයි සහෝ red_heart red_heart,2
අන්නේකයි මුන් දන්නවා ගානට audiance එක touch කරන්න ඕනේ විදිහ marketing next level red_heart,2
නියම මාර්තුකාවක් සර් red_heart victory_hand,2
අද සෙනුරි thamail එකේ නැති හින්නදා පාලුයි වගේ crying_face smiling_face_with_smiling_eyes,0
මේකේ full episode එක බලන්න link එකක් දාන්නකෝ,1
thumbnail eke inna kena nemei video eke inne views ganna karana weda,0
cheese kottu walata danne kotmale kiri andenawa kiri kottu kaala,0
short sweet red_heart,2
අඩෝමැරතන් මෙමරීස් grinning_face_with_smiling_eyes sparkles,2
මට නම් පේන්නම් බැරි චරිතයක් තමා ජරා චරිතයක් තමා දිල්හාරා කපටි ගෑනි,0
ග්රීක් දෙවිවරු ඉන්න movies දෙන්නකෝ,1
එයා ndd mth ey athi kiyl blnn ave downcast_face_with_sweat,0
ඔයාට තනි පාට කුඩයක්ද තියෙන්නෙ පාට පාට කුඩයක්ද grinning_face_with_sweat beaming_face_with_smiling_eyes,1
ඔව් එයාලගේ කොටස් අඩුයි සෙනුරියි උක්කු බාබා නිසා කතාව බලන්නේ,1
අක්කාගෙ back එකටද favorite,0
අද ෆිල්ම් එකත් මරු නින්දක් නැතුවම රැ බලන්න crying_face අවසානය දුකක්,2
ai ek parak dala ain kre crying_face supiri red_heart,2
ලස්සන තැන්වලට ගිහින් කුණු දාලා එන එක නම් හරිම වැරදි වැඩක්,0
sl biz meka mula idan balanna meke widiyata math keranne beginner kenekta hodai,1
vijeige theri film ek dendko,1
අද තමා ඉස්සෙලම බැලුවෙ ලස්සනයි ඔයාලගෙ vlog red_heart smiling_face_with_smiling_eyes,2
අම්බො කාලෙකින් ෆට්ටම එකක් red_heart,2
oyalge review oyala hoda pahdiliwa krnwa red_heart red_heart eth mn hmdama dkpu deyk thma oyla vedio eka hadaddi ekata athywashyama roopa ramu danne na ex me review ekedi oyla kynwne party ekedi statu eka ethana thbba passe eka ethna thbbe na kiylathwa ara lmya adla thynwa kwwa le wilak mada watila inna ekaewa ehma vedio eke dala naathywashyama ewaeka wthry oylge adpu paduwkt dkinnegood luck red_heart,0
kathawe anthima hari nane episode ko,1
eleven film ek dennkooo akke red_heart,1
dimuthu tharinda c nataka,1
folded_hands folded_hands folded_hands,2
මුගෙ ගම්බාර අප්පාච්චි මුගෙ මල්ලිනෙ බොල face_with_tears_of_joy face_with_tears_of_joy grinning_face_with_sweat,2
මේකේ editing හරිම අවුල් එකපාරටම එක එක දේවල් මාරු වෙනවා,0
me wage gon athal dan minissu balanne na society ekata deyak denna balanna,0
නියම වැඩක් ගමෙ දරුවන් හරි වාසනාවන්තයි red_heart නගරෙ දරුවන් මෙම දෙවල් දැකල හරි සතුටු වෙයි party_popper,2
this was super helpful for my interview prep thank you so much for making the video and explaining the concepts so nicely,2
මේ වගේ චැනල් එකක් promote කරන එකත් වැරැද්දක්,0
මේ වගේ බොරු ප්රවෘත්ති දාලා මිනිස්සුන්ව බය කරන්න එපා,0
අයියො මමත් චමිදු මමත් සෙට් එකෙ කොටා smiling_face_with_tear smiling_face_with_tear people_hugging,2
ben dipiya,0
ආදරේ කියල පකක් නෑ බන්,0
මම මේ කතාව බලන්නේ උද්දිකයි සෙනුරියි හාමිනේයි නිසා නැත්නම් නෝරානෙමේ දිනක්ශි අරහං,1
aniware sapama wewa,0
මම ඔච්චර කෑවොත් මට හුස්ම ගන්ඩ බැරුව මැරෙනව ශුවර් face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1
මම දැම්මෙව් ෆිගාරෝ එකෙ කොමෙන්ට් එක red_heart smiling_face_with_hearteyes කිරිබත්ගොඩ බෝඩරේ copyright අපි,2
tharuka ayye hoda lama kalayak thibila wge face_with_tears_of_joy face_with_tears_of_joy,2
me wage dewal dakiddi thamai rata gana kalakirenne,0
matha,1
party_popper party_popper party_popper party_popper folded_hands folded_hands folded_hands ඉතාමත්ම ස්තුතියි සර්,2
red_heart red_heart grinning_face_with_sweat,2
anything that ai can write,1
ඒඒ zzzzසෙසේඑසෙ,1
වස්ති folded_hands folded_hands folded_hands smiling_face_with_hearteyes,2
අම්මෝ දැන් නම් හැමදාම ෆිල්ම් දානවා ශොක් green_heart green_heart green_heart smiling_face_with_hearts green_heart,2
superb content keep up the great work we are always with you red_heart,2
aia පොසොන් පෝයදා මිනිස්සු වෙනුවෙන් ගොඩක් දෙවල් කලාඔයාලා දාලා තිබුණු කොච්චියේ තමයි අපිත් ගියේ ඔයාලට ගොඩක් පිං,2
notification eka dakapu gaman apuaya koo red_heart red_heart,2
adarei wasthi hamadama sathutin inna budusaranai,2
අඩො මාත් බත් කද්දි බලන්නෙ මෙ වීඩියො තමි,2
uta tiyenni adana munak,0
eyespurplecrying,0
අනේ පව් ඔයා පටන් ගත්ත ගේම මම ඉවර කරනව කියල තිවංක කිව්වෙ මේක වෙන්න ඇති දිල්හාරාට වලව්වෙන් බදින්න බැරි වුනා ඒ වුනාට තිවංක චූටි මැනිකෙ රවට්ට ගනී,1
i really like how you explaining each topic and go deeper on it very much beginner friendly wish i saw this video when learning about system design,2
anna ekane katha karala wedak na me content thama watinne keep it up,2
පකේ පොලිශ් face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0
ane salar chapter dennakoo aka naththam yashodha kiyana film aka denako,1
thumbs_up sri_lanka red_heart,2
පොලොන්නරුවේ ඉදම් කොලබ යනකන්ම් ඇහුවාඅ red_heart red_heart,2
මොනාටද කිව්වේ එහෙම,1
where are you,1
sirmama jsreact valim project karagena yanava mata danaganna puluvamda job market eke mata value ekak eida kiyala issarahatainternship ekak ganna puluvan veida hariyata linkedin ehema manage kaloth,1
සුපිරි බ්රෝ thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone,2
මේක බලලා ඉවරවෙනකොට ඔලුව රිදෙනවා,0
ඒ song එක ඇහුව්වාම හිතට මාරම අමුත්තක් දැනෙනවා pleading_face red_heart smiling_face_with_hearteyes red_heart fv,2
matrix eke ni ekath dannako red_heart,1
dan ethkot set wela awruddak wage ara tik tok kara kara inna kenad galapenne face_with_tears_of_joy,0
ado eka fatta,2
ben oni smiling_face_with_smiling_eyes,0
anura kumara lite red_heart,1
supiri,2
මේකේ තියෙන සමහර දේවල් ඇත්ත නෙමෙයි කියලා හොඳටම පේනවා,0
ඇත්තටම,2
මටත් පේන්න බැරි තිවංක i දිල්හාර i face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0
your explanation is wrong please check your facts before making a video,0
මේක බලලා ඉවරවෙනකොට හිතට එන්නේ දුකක් විතරයි,0
kalakanniyo nisa kopamana janathawak oiwidiyata policeye unnge kakulyata asaranawela athida,0
chama kiribathgoda sanara mandira eke xxl mix rice eka try karannafebruary wala off family ekakata highly recommended red_heart,1
අඩෝ බල්ලෝ වීඩියෝ දාපන් යකෝ smiling_face_with_smiling_eyes,1
hemdm wageee hry aswen bluwaaa aiyye volg ek red_heart superiii red_heart red_heart red_heart,2
menu eke thiyena ganan nemei bill eke thiyenne rawattanna epa minissunwa,0
red_heart red_heart red_heart red_heart red_heart red_heart red_heart,2
kavee catering niwandana jaela full chicken koththuwak kamu,1
eththa u athal face_with_tears_of_joy face_with_tears_of_joy red_heart,2
quick revision for fundamental system design concepts,1
ඔබතුමා කරන කියන හැමදෙයක්ම සාර්ථක වෙන්න ඕන red_heart folded_hands,2
salli bale thama police balu kukko,0
තව හිට් සෙට් එකක් ඔනේ මචී,1
ඔයාල දාන ෆිල්ම් මාර විදියට කොලිටි black_heart 𝘪𝘯𝘴𝘪𝘥𝘦 𝘤𝘪𝘯𝘦𝘮𝘢𝘹 එකේ දාන ෆිල්ම් වලට වැඩිය හොද කොලිටි එකක් තියෙනවා නියමයි 𝘳𝘶𝘶 𝘣𝘳𝘰𝘵𝘩𝘦𝘳 wine_glass anatomical_heart,2
එල party_popper party_popper face_with_tears_of_joy face_with_tears_of_joy red_heart red_heart ඇැ,2
sadu akka vikram movie eka dennako ikmanata,1
ආදරේ කියන්නෙ මිනිස්සු කියන්නෙ කොච්චර පණ දීගෙන හිටියත් ක්ශණිකයෙන් වෙනස් වෙන්න පුලුවන් මිනිස්සු කියලා මේ interview එකම ඇති තේරැම් ගන්න,0
ඒක පට්ට්,2
සිරාවටම ඒ වගෙ ගැනුන්ව කුනු පනුවො ගහල මැරෙන්න ඔනා,0
ත් බලනවා pleading_face red_heart පුදුම ලස්සනයි red_heart,2
thanks bv red_heart red_heart red_heart red_heart red_heart red_heart,2
පට්ට red_heart red_heart red_heart,2
really great summary of the fundamental system design components and their tradeoffs perfect pace,2
meka aluth film ekak kiwwata parana ekak ne boru danna epa,0
සුපිරියි පට්ටඅලුත් ඒවත් ඕන කොම්ලෝ,2
මෙතරම් ඉක්මනින් නැරඹුම් වාර ප්රමාණය යඉහල යෑමෙන් පෙනී යන්නෙ කොටාගේ වීඩියෝ පිපාසයෙන් සිටින්නේ මා පමණක් නොවන බවයි face_with_open_mouth smiling_face_with_smiling_eyes,2
red_heart red_heart red_heart red_heart red_heart red_heart සුපිරි,2
දැන් ඇති විවේක ගත්තා expressionless_face,1
ඔයාලා හරි එකමුතුයි red_heart ශෝක් අනේ ආදරෙයි කට්ටියටම නංගිලා මල්ලිලා සෙට් එකටම red_heart,2
api hamoma waradi karanawa eka manussayekta mechchara baninna epa,1
first love ya sudda,2
thank you,2
ඉතුරු ටික හෙටම ඕන loveyou_gesture,1
maru ane red_heart face_with_tears_of_joy,2
කසිප්පු කුණුහරුප නැතුව video එකක් කරන්න බැරිද,0
me film eka download karala data iwara una witharai virus ekak wage,0
first comment party_popper red_heart seenoevil_monkey,2
නැත්නම් ඒ ගම්වල මිනිස්සු මාර එකමුතුයි ආණ්ඩුවේ ඉන්න මැති ඇමතිවරැ වගේ,0
folded_hands thumbs_up thumbs_up thumbs_up bouquet,2
මේක බලලා වැඩක් නෑ කාලය අපතේ යැවීමක් විතරයි,0
තේරී ෆිල්ම් එක දෙන්නකො,1
පොලිසිය ඉන්නෙ නීතිය හරි විදිහට ක්රියාත්මක කරන්න මිසක් අයුතු විදිහට නීතිය අතට අරන් නටන්න නෙමෙයි,0
patta face_with_open_mouth party_popper,2
lankawe aneth unta na,1
සුපිරියක් තමා red_heart relieved_face,2
this channel deserve a millions of subscribersmedalyellowfirstred,2
සබ්ස්ක්රයිබ් කර්න් යන්,1
ou adanm wedaka nee,0
ayye squid game katha malava genna puluvanda folded_hands ada ekath supiri thumbs_up,2
very usefull keep posting good contents,2
crying_face crying_face crying_face old miss,0
අද වස්ති ඉන්න තැන දැක්කාම හිතට මාර සතුටක් එන්නේඅනුෂ්ක දැන් celebrety කෙනෙක් red_heart ආදරෙයි,2
මේක බලලා ඉවරවෙනකොට හිතට එන්නේ කලකිරීමක් විතරයි,0
aiye oya use karana camera eka mona brand ekakda,1
මේ දවස් වල මම හොයපු මාතෘකාවක් බොහොම ස්තූතියි සර් red_heart,2
dan main chanel eke vedio dannadda brother upsidedown_face,1
බඩා මාමා හරිම සිරියාවන්තයි smiling_face_with_smiling_eyes හිනාව අව්යාජයි ජයෙන් ජයම වේවා මාමේ ආයුබෝ වේවා smiling_face_with_halo මං ආසාවෙන් බලන channel එකක් smiling_face_with_smiling_eyes,2
very creative add well done block dino thumbs_up,2
horu tv face_with_tears_of_joy,0
අනිවාර්යයෙන් hena hathama ගහනවා folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands,0
really worth it blue_heart blue_heart,2
උදාර අයියට ලොකු ප්රශ්නයෙක් වගෙයි downcast_face_with_sweat,0
අනේ සදු අක්කී english movies දෙන්නකෝ red_heart red_heart red_heart red_heart red_heart,1
සිරිමත්_ party_popper red_heart red_heart red_heart,2
මේ හැමදෙයක්ම අතරේ තව කෙනෙක් ළගට යන්න හීනකින්වත් හිතන්නේ නැති ගැහැණු කොච්චර ඇතිද එහෙම අයව කවමදාවත් දාලා යන්න එපා,0
neyamae red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart party_popper party_popper party_popper party_popper party_popper red_heart red_heart red_heart red_heart,2
තිවංකයා නම් චීත්ත ගොබ්බගෙක් අපෙ ගමෙත් ඉන්නවා මේ වගෙ එකෙක් ගැනියෙක් ඔනෙ නම් එකිගෙ අයියා එක්ක පැටලිලා හරි යනවාද චීත්ත ගොබ්බයා,0
comment kiyawana gaman video eka balana mama grinning_face_with_sweat,1
කනේ පාර නැත්තම් ඉතිම් මොකක්දෝ වගේ සිරිල් අයියාගේ වීඩියෝ එකට face_with_tears_of_joy red_heart,2
තල්දුවේ ගැම්ම red_heart,2
අම්මෝ අම්මෝ ඒක මරු අයියලා blok dino face_with_tears_of_joy face_with_tears_of_joy,2
red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps,2
මමත් ජිවිත අරක්ශකයෙක් අපි ඉන්නවා ඔයලාව අරක්ශා කරන්න අපි ඔයලා වෙනුවෙන් අනුරාධපුර අවිත් ඉන්නෙ සමහර අය අපි කියන දෙ අහන්නෙ නැ එත් අපි ඉන්නවා හැමොම පරිස්සමෙන් red_heart,2
අපි ඉවරයි අයියේ,0
කරන වැඩේ හරියටම කරනවා ගොඩක් මහන්සි වෙනවා දිගටම මේ දේවල් කරන්න ශක්තිය ලැබේවා බුදුසරණයී folded_hands,2
face_with_tears_of_joy face_with_tears_of_joy srilanka cricket විනාස කරපු බලු ගෑනිට ඔහොම වෙලා මදි face_with_tears_of_joy grinning_face_with_sweat,0
supab creative boyz red_heart red_heart red_heart red_heart red_heart red_heart much love,2
both,0
බොහෝම හොද කතාවක් සර් ක්රිප්ටො මාකට් එකෙ කරන ඉන්වෙස්මන්ට් පිළිබඳව වීඩියෝ එකක් කරන්න පුළුවන් නම්,1
person_raising_hand person_raising_hand person_raising_hand red_heart,2
කියලා වැඩක් නෑ ඒ ගැන,0
supiri wedak oyalata theruwan saranai,2
face_with_hand_over_mouth red_heart red_heart red_heart,2
growing_heart handshake oncoming_fist,2
සේවය නම් හරිම повільний පැයක් බලාගෙන හිටියා ඕඩර් එකට,0
hi smirking_face,1
movie එක සුපිරියක් ruu fire mending_heart party_popper,2
අනිවාර්යෙන් ඔයා දරුවා හොදට ඉගෙන ගන්නවාවිශිෂ්ට ගුරුවරයෙක් red_heart,2
sudu puthage hairstyle eka thamai maru cute red_heart face_blowing_a_kiss face_blowing_a_kiss smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts,2
මගෙ එකා මාත් balanne,2
growing_heart fire,2
math,1
අඩෙ මමත් rolling_on_the_floor_laughing red_heart ඔටො ප්ලේ වෙන්නම දාල ඉන්මෙ,2
math,1
life lessons godak igena gaththa really appreciate it,2
සර් මේ වගේ විවිධ කාලීන මාතෘකා ගැන කතා කිරීම ඉතා වටිනව විශ්වාසයකින් ඉගෙන ගන්න පුලුවන්,2
නොරා සෙරම මතකත් වෙන්න red_heart නොරා ලස්සනයි red_heart ග උමට thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up,2
දෙවැනි එකත් ඕනේ red_heart,1
set na,0
මාත් බලනෝ hundred_points smiling_face_with_smiling_eyes red_heart,2
eeka aththa red_heart red_heart red_heart,2
api comment danne oyala ewa kiyawanawa kiyala danna nisa so please reply,1
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy කතාවක් නෙවෙ එහෙනම් දෙබසක්,0
බුදු සරණයි නංගී,2
හරියටම කියලා දෙන්න සර් මුල ඉදන් විඩියොස් ඕනා අපිට අපි කැමති කොටස් වෙලදපොල ගැන ඉගෙන ගන්න,1
ඉතිරි එපිසොඩ් ටිකත් ඉක්මනට ඔනි බ්ර්දර් සුපිරියක් තමා ඉතින් inside cinemax ජයවේවා රොෂාන් smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts,2
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,2
සුපිරි කොල්ලො supiri action face_with_tears_of_joy,2
මරණාසන්න මොහොතක ඒ සියල්ලම කළ පිං කුසල් විදියට මතකෙට ඒවා folded_hands saluting_face red_heart එච්චරයි මගෙ ප්රාර්ථනාව,2
දැන් මෙහෙම කමෙන්ට් එකක් දැම්මා කියලවත් මතක නැතුව ඇති,1
red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,2
ඈ face_with_tears_of_joy rolling_on_the_floor_laughing broken_heart,1
කො බන් අර ලස්සන කෙල්ල දොනිවා හලන්න එපා කොටනවා face_with_tears_of_joy,0
godak ලස්සනයි red_heart red_heart red_heart red_heart,2
better late than never start now,2
oba wenuwen api innawa red_heart red_heart red_heart red_heart,2
දාපු ගමන් ආපු අය කෝ party_popper red_heart smiling_face_with_smiling_eyes,2
මාත් red_heart,2
dude im doin this on x what are u talkin about,1
koo kasun,1
i mean when things like this happen youre afraid to even get into a relationship,0
අඩෝ ඇන්ටන් අයියේ ගැම්මක් තමා චමිදු බොසා red_heart red_heart,2
මාරයිලස්සනයි අප්පා red_heart red_heart red_heart red_heart red_heart red_heart red_heart මං නං ගියා එ කාලේට al karanaol karana kale,2
වසර කට පසුකියලාවත් මේ විකාර වෙනස් කරනවාලාකෝ බලන්න ඇති දෙයක් නෑskip කරාම face_with_hand_over_mouth face_with_hand_over_mouth face_with_hand_over_mouth face_with_hand_over_mouth,0
ඇත්ත සබ්ස්ක්රයිබ් කරන් යන්කො black_heart,1
සිරිල්නම් ආතල් තමා ජය වෙවා,2
නේසර ඉතින් සුපිරි මාරැ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy දවසකගහන්න ඔනේ කෙවින්ට face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy සුපිරි නේසර red_heart red_heart smiling_face_with_smiling_eyes crying_face,2
අද වෙන එකෙක් එක්ක,0
දෙවැනි කොටස හෙට දානකන් බලන් ඉන්නවා slightly_smiling_face,1
මම හදලා මාස වාගේදෙන්නෙක් කතා කලාceo ලාමම frelancing ඩිසයින් කරන්නේපොඩක් ලේබල් ඩිසයිනින්,1
නියමයි face_with_tears_of_joy face_with_tears_of_joy party_popper red_heart,2
chamidu chanal eke video dannakoo digatama red_heart red_heart,1
මෙ යකා මැරතන් එකෙන් පස්සෙ ආගිය අතක් නැ slightly_smiling_face,1
its true that most recruiters will send you messages based on your qualifications if you try to update your profile frequently my profile is years old but still im updating most things that are related to my experience,1
hi nanna dennako,1
i must say this is most basic and simple explanation ever ive seen on system design on youtube,2
letsgo raised_fist red_heart,2
පට්ට ආමේවගෙ මේ කාලෙ සින්දු තව ටිකක් ඔනෙ,2
face_with_tears_of_joy face_with_tears_of_joy smiling_face_with_smiling_eyes face_with_tears_of_joy smiling_face_with_smiling_eyes,2
thank you sirhandsyellowheartred,2
thnks chama,2
the master bv,2
වස්තිලා අද ඉන්න තැන දැක්කම ඇත්තටම හිතට මාරම සතුටක් එන්නෙ red_heart red_heart,2
රූ කියන්නෙ සුපිරියක් තමා red_heart red_heart,2
බලන්නේ කව්ද,1
අනේ මාමේ අපේ ගමටත් එන්ඩෝ smiling_face_with_smiling_eyes ඇවිත් කෑම හදන්ඩෝ අදත් සුපිරි red_heart red_heart red_heart මේ වැස්සෙ බඩගින්නකුත් ආවා ok_hand ok_hand ok_hand ok_hand ok_hand hot_dog pizza hamburger canned_food shallow_pan_of_food pot_of_food taco sandwich yawning_face yawning_face,2
which faculty red_heart,1
best advice,2
ko nane,1
please upload kantara with sinhala subs folded_hands,1
ඉතිරි කොටස් හතර හෙට ඕන red_heart,1
මීගමු කලපුවෙන් බෝට්ටුවේ නගින්නේ නැතුව පිදුරුතලාගලින් බෝට්ටුවේ නගින්නද යකෝ කියන්නේ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ලොකු ආතල් එකක් නෑඒ උනාට පට්ටlove u වස්ති smiling_face_with_hearteyes,2
ඒ කතාවට මමත් එකගය්,2
මාත් cross_mark_button මගෙත් check_mark_button,1
me video eka balala like nokara yana un innawada,1
සර් ඔබතුමාට මම ගොඩක් ගරු කරනවා ලස්සනට හැමදේම පැහැදිලි කරන ආකාරය හරිම අපුරුයි,2
thank you so much free code camp for everything you have blessed upon us humanity is indebted to you what you have done to educate compute science enthusiasts,2
me recipe eka try kara patta rasai thank you akki,2
මේ වගේ දේවල් වලට like දාන මිනිස්සු ගැනත් දුක හිතෙනවා,0
බලන් ඉදලම එපා වෙලා හිටියෙ red_heart red_heart red_heart,0
aiye oya use karana editing software eka mokakda lassanata edit karala thiyenawa,1
බඩා මාමා බ්රෑන්ඩ් එකක් හදලා රෙස්ටුරන්ට් එකක් දැම්මොත් සිරාවටම කන්න එනවා red_heart,2
anyone rolling_on_the_floor_laughing,1
ඊයා මූට මේ ඇදුම විතරද අප්පා තියෙන්නෙ woozy_face,0
දැකපු ගමන් බලන්න ආපු අය කෝ red_heart,2
ස්තූතියි සර් හොය හොයා හිටිය දෙයක්,2
ado meke inna un okkoma amathaka unath kota wa amathaka wenne na,2
noted writing_hand,1
ape rate minissu diunu wena ekata akamathi ayath innawa,1
pau eka thaama trending,1
red_heart red_heart red_heart face_with_tears_of_joy smiling_face_with_smiling_eyes,2
tv eke teledramas walata wada mewa creative zippermouth_face red_heart,2
සල්ලි පොකුරු එකෙත් acting superb,2
this is amazing the way you explain complex topics in easy to understand ways thank you,2
සුපිරි red_heart smiling_face_with_smiling_eyes,2
prashne therune na,1
අදත් supiriyak thamai aiyage vidiyo eka red_heart red_heart red_heart red_heart,2
ben දීපන්,0
නිදුක් නීරෝගී සම්පත්ති ලැබේ වා folded_hands,2
ane bnkiyala wadak ne ubalanm,0
respect vini aia eken karanne loku deyak minissu denuwath kirima thama watinne,2
shake eka wadi nisa face_with_tears_of_joy,1
දෙවෙනි කොටස දාලාද,1
me dawas wala yana political situation ekata oyalage response eka monawath na,0
මාරම ලස්සනයි collection එක smiling_face_with_hearteyes smiling_face_with_hearteyes,2
ආදරෙයි ඈ red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,2
වස්තිල මේ වගේ ලග ලග videos දානවට කැමති එවුන් මේ පැත්තට වෙමු බලන්න ok_hand ok_hand,2
growing_heart growing_heart growing_heart growing_heart growing_heart,2
this is so underrated patta wedak,2
අඩෝ විදුරත් හිටියනම් කියලා හිත හිත ඉද්දිම පොරත් ඉන්න්වා නේ red_heart පට්ට හොදේ මරු party_popper red_heart smiling_face_with_smiling_eyes,2
මාත් වැඩිපුරම බලන්නේ ඒ නිසා,1
block handsome වෙලානෙ yakow grinning_face_with_sweat red_heart,2
අනේ යකෝ වස්තිලා කලින් වීඩියෝ බලපල්ලා කෝමද ආතල් එක මාර රසයක් තිබ්බා දැන් ඒවා මෙලෝ රහක්නෑ කසිප්පූ කතා කුනු හර්ප අපි කැමති මුලින් ආපු වස්තිලාටා ඒ විඩියෝස් මාරම ක්රියේටිව්,0
මේකේ තියෙන සමහර දේවල් හරිම අසාධාරණයි,0
අම්මට සිරි block හැන්ඩියා වෙලානෙකෙට්ටු වෙලා ලස්සන වෙලා face_blowing_a_kiss red_heart,2
thank you red_heart red_heart,2
daham ayya සුපිරි grinning_face_with_sweat,2
ane hetama hari ada rata hari danna smiling_face_with_tear,1
සර්ගෙන් මේ කොටස් වෙලළද පොළ පිළිබඳ මේ වටිනා වීඩියෝ එක බලාපොරොත්තුවෙන්ම හිටියේ විශ්වාසයකින් ඉගෙන ගන්න පුළුවන් ගොඩක් ස්තුතියි සර් red_heart folded_hands,2
salli illan kanne nathuwa content hadapalla,0
maru red_heart,2
lassanai vlog eka,2
සබ්ස්ක්රයිබ් කරගෙනම යන්,1
ruu cinema inside cinema dennagema video balanawa eka wagema adarey red_heart good luck,2
subscribed to your channel immediately this video is so rich in information and easy to understand thank you for sharing,2
ඔයාලා දැන් මිනිස්සුන්ගේ කඳුළු වලින් සල්ලි හොයනවා,0
thank u red_heart red_heart,2
ko anith kotas,1
comeds nemei ponnayo comments face_with_tears_of_joy face_with_tears_of_joy,0
i was having trouble following him so i adjusted the speed of replay to and that made it much easier grinning_face,2
sera,1
සුපිරියක් growing_heart,2
was this generated timelines,1
danussaga move dannako sadu makat lassanai tanks oyata red_heart red_heart,2
original nemei ne meka korean drama ekaka copy ekak,0
අදත් සුපිරියක් තමයි ඊලග කොටසත් ඉක්මනින් ඕනේ red_heart eyes,2
සෙනුරි දේවින්ද red_heart red_heart red_heart red_heart red_heart,2
han kithi kawana sithin yana aya athin alla පුර පෝය හඳට thawa eka sarayak nethu saluna boho kalak ma adare mulu lowatath wada kadu para atha ain sanka werala konaka hida sanka අප හමු වීම වෙන් වීම kiri weherata mal neluwata kawiyakata pada soyana hina wenna bari tharamata apa hamu weema wen weema do man ahannenam na raththarane sirasa tv eke kiwa liyu kawi pada issara badi pema dasama riddana kawiyakata pada soyana red_heart victory_hand,1
anunge salli walin pimbanna witharai dannne samajeta wedak na,0
south_korea sparkles k drama නම් පිස්සුවක් smiling_face_with_hearteyes අවුරුදු ගානකට කලින් ගියත් තමාත් ආසාවෙන් බලන්න හිතෙනවා drooling_face seenoevil_monkey බලන කට්ටිය කෝ speaknoevil_monkey victory_hand smiling_face_with_open_hands sparkles south_korea beating_heart,2
itne bure dinn aa gye bangladeshi se parhna parr rha hai crying_face crying_face,0
බඩාස් අයියේ ඔයාගෙන් ගැමි කෑම වේලක් භුක්ති විඳින්න එන්න ආසයිතෙරුවන් සරණයි,2
බලන සෙට් එක කො smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes,1
